id,title,decision,is_english,is_matching,audit_reason
https://openalex.org/W2893344297,Klasifikasi Daun Dengan Perbaikan Fitur Citra Menggunakan Metode K-Nearest Neighbor,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, describing a research paper on leaf classification using K-Nearest Neighbor and image feature improvement."
https://openalex.org/W3043078951,Analysis of Face Recognition Algorithm: Dlib and OpenCV,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by detailing the analysis of Dlib and OpenCV face recognition algorithms, their specific methods, and performance metrics."
https://openalex.org/W2771419870,Analysis Resilient Algorithm on Artificial Neural Network Backpropagation,APPROVED,True,True,"The text is written in English, and the abstract directly discusses the ANN Backpropagation method and resilient algorithms mentioned in the title, confirming semantic relevance."
https://openalex.org/W2171762804,APPLICATION OF ICA TECHNIQUE TO PCA BASED RADAR TARGET RECOGNITION,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the application of ICA to PCA-based radar target recognition as stated in the title."
https://openalex.org/W3133343791,Classifying Promotion Images Using Optical Character Recognition and Naïve Bayes Classifier,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the use of OCR and Naïve Bayes for classifying promotion images."
https://openalex.org/W3014655954,Batik pattern recognition using convolutional neural network,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by describing the application of CNNs for batik pattern recognition, including methodology and results."
https://openalex.org/W2994440819,Face Identification Based on K-Nearest Neighbor,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject by detailing the K-Nearest Neighbor method, PCA, and experimental results for face identification."
https://openalex.org/W2755964124,Modified Convolutional Neural Network Architecture for Batik Motif Image Classification,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by describing a modified CNN architecture (IncRes) specifically designed for classifying Batik motif images."
https://openalex.org/W2619507781,"ANALISA PERBANDINGAN METODE FILTER GAUSSIAN, MEAN DAN MEDIAN TERHADAP REDUKSI NOISE",REJECTED,False,True,"The title is in Indonesian, failing the language check, but the abstract accurately reflects the title's content regarding noise reduction methods."
https://openalex.org/W2751592515,METODE KLASIFIKASI MUTU JAMBU BIJI MENGGUNAKAN KNN BERDASARKAN FITUR WARNA DAN TEKSTUR,REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract content accurately describes the title's subject matter (guava quality classification using KNN, color, and texture features)."
https://openalex.org/W3158024947,Machine Learning Classifiers Based Classification For IRIS Recognition,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding machine learning classifiers for IRIS recognition."
https://openalex.org/W2995168539,Variations in the Number of Layers and the Number of Neurons in Artificial Neural Networks: Case Study of Pattern Recognition,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the variation of layers and neurons in neural networks for pattern recognition."
https://openalex.org/W3081100770,"Augmentasi Data Pengenalan Citra Mobil Menggunakan Pendekatan Random Crop, Rotate, dan Mixup",REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract content accurately reflects the title's subject matter regarding car image recognition and data augmentation techniques."
https://openalex.org/W3137107539,Identification of Medicinal Plant Leaves Using Convolutional Neural Network,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject of identifying medicinal plant leaves using Convolutional Neural Networks."
https://openalex.org/W3168534912,Implementation of Real-Time Edge Detection Using Canny and Sobel Algorithms,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding real-time edge detection using Canny and Sobel algorithms."
https://openalex.org/W3131575141,A Novel Reliable Approach For Image Batik Classification That Invariant With Scale And Rotation Using MU2ECS-LBP Algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the MU2ECS-LBP algorithm for batik image classification."
https://openalex.org/W2793112553,Identification of Herbal Medicinal Plants Based on Leaf Image Using Gray Level Co-occurence Matrix and K-Nearest Neighbor Algorithms,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, as the abstract details the methodology and results of the study mentioned in the title."
https://openalex.org/W2796154604,Pavement Condition Assessment Using IRI from Roadroid and Surface Distress Index Method on National Road in Sumenep Regency,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding pavement condition assessment using IRI and SDI methods on a specific national road."
https://openalex.org/W3017261452,Layers Modification of Convolutional Neural Network for Pneumonia Detection,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding CNN modifications for pneumonia detection."
https://openalex.org/W3137837424,VGG16 Transfer Learning Architecture for Salak Fruit Quality Classification,APPROVED,True,True,"The text is written in English, and the abstract accurately describes the study on using VGG16 transfer learning for salak fruit quality classification as stated in the title."
https://openalex.org/W3004241059,APLIKASI PENGOLAHAN CITRA DIGITAL UNTUK IDENTIFIKASI UMUR POHON,REJECTED,False,True,"The text is primarily in Indonesian, not English. However, the abstract semantically matches the title as it describes the same image processing system for tree age identification."
https://openalex.org/W3165886424,Face recognition for presence system by using residual networks-50 architecture,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by describing the use of ResNet-50 for a face recognition presence system."
https://openalex.org/W4254191804,Handwritten Character Recognition using Neural Network and Tensor Flow,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the methods and goals described in the title regarding handwritten character recognition using neural networks and TensorFlow."
https://openalex.org/W3197728515,Literature Study of Convolutional Neural Network Algorithm for Batik Classification,REJECTED,False,True,"The text is written in Indonesian, not English, although the title and abstract are semantically consistent."
https://openalex.org/W3204217618,Vehicle Parking Security System with Face Recognition Detection Based on Eigenface Algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject by detailing the integration of RFID and Eigenface algorithms for vehicle parking security."
https://openalex.org/W2885181535,APPLICATION OF BACKPROPAGATION NEURAL NETWORKS IN PREDICTING RAINFALL DATA IN AMBON CITY,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the application of Backpropagation Neural Networks for rainfall prediction in Ambon City."
https://openalex.org/W3132228179,PEOPLE COUNTING FOR PUBLIC TRANSPORTATIONS USING YOU ONLY LOOK ONCE METHOD,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of using the YOLO method for people counting in public transportation."
https://openalex.org/W3188520228,Deteksi dan Pengenalan Objek Dengan Model Machine Learning: Model Yolo,REJECTED,False,True,"The title is in Indonesian ('Deteksi dan Pengenalan Objek...'), failing the language check, while the abstract is in English and semantically matches the title's topic of object detection using the YOLO model."
https://openalex.org/W2763396495,Offline Signature Recognition and Verification System using Efficient Fuzzy Kohonen Clustering Network (EFKCN) Algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the offline signature recognition system and EFKCN algorithm mentioned in the title."
https://openalex.org/W2952014421,Edge Detection Based on Quantum Canny Enhancement for Medical Imaging,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding a quantum-based edge detection method for medical imaging."
https://openalex.org/W3217734993,Klasifikasi Penyakit Daun Padi Menggunakan Convolutional Neural Network,APPROVED,True,True,"The title and abstract are both in English, and the abstract accurately describes the study on classifying rice leaf diseases using CNN as indicated in the title."
https://openalex.org/W4389619892,Klasifikasi Citra Tanaman Perdu Liar Berkhasiat Obat Menggunakan Jaringan Syaraf Tiruan Radial Basis Function,REJECTED,False,True,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the study mentioned in the title, so they are semantically matching."
https://openalex.org/W3126558687,Klasifikasi Penyakit Tanaman Padi Menggunakan Model Deep Learning Efficientnet B3 dengan Transfer Learning,APPROVED,True,True,"The title and abstract are both in English, and the abstract accurately describes the research on classifying rice plant diseases using the EfficientNet B3 model with transfer learning, matching the title's subject matter."
https://openalex.org/W3138266226,Implementation of Deep Learning Using Convolutional Neural Network Algorithm for Classification Rose Flower,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic by describing the implementation of a CNN algorithm for classifying rose flowers."
https://openalex.org/W3158057860,Skin Cancer Classification Using Random Forest Algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of using Random Forest for skin cancer classification, including specific methods and results."
https://openalex.org/W3165453100,Texture Characteristic of Local Binary Pattern on Face Recognition with Probabilistic Linear Discriminant Analysis,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding LBP texture characteristics and PLDA in face recognition."
https://openalex.org/W4292829165,COMPUTATIONAL FLUID DYNAMICS ANALYSIS BASED ON THE FLUID FLOW SEPARATION POINT ON THE UPPER SIDE OF THE NACA 0015 AIRFOIL WITH THE COEFFICIENT OF FRICTION,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the CFD analysis of fluid flow separation on a NACA 0015 airfoil mentioned in the title."
https://openalex.org/W4312192482,"Classification of Corn Diseases using Random Forest, Neural Network, and Naive Bayes Methods",APPROVED,True,True,"The title and abstract are both in English and semantically consistent, as the abstract details the study on classifying corn diseases using the specified machine learning methods mentioned in the title."
https://openalex.org/W4320075725,Klasifikasi Citra Daun Herbal Dengan Menggunakan Backpropagation Neural Networks Berdasarkan Ekstraksi Ciri Bentuk,REJECTED,False,True,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the study mentioned in the title, so they are semantically matching."
https://openalex.org/W3038165747,Klasifikasi Kematangan Stroberi Berbasis Segmentasi Warna dengan Metode HSV,APPROVED,True,True,"The title is in Indonesian but the abstract is in English; however, the semantic content of the title and abstract perfectly matches, describing the same study on strawberry maturity classification using HSV color segmentation."
https://openalex.org/W3112697499,Implementasi Convolutional Neural Networks (CNN) untuk Klasifikasi Ekspresi Citra Wajah pada FER-2013 Dataset,REJECTED,False,True,"The text contains significant portions in Indonesian (e.g., 'Implementasi', 'Abstract - session recognition is an interesting topic' followed by 'Abstrak – Pengenalan ekspresi merupakan topik penelitian yang menarik'), failing the English language check. However, the English and Indonesian sections are translations of each other and semantically match perfectly."
https://openalex.org/W4378713639,"Comparison of CNN’s Architecture GoogleNet, AlexNet, VGG-16, Lenet -5, Resnet-50 in Arabic Handwriting Pattern Recognition",APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter by detailing the comparison of specific CNN architectures for Arabic handwriting recognition."
https://openalex.org/W2794127146,Comparative study between Federer and Gomez method for number of replication in complete randomized design using simulation: study of Areca Palm (<i>Areca catechu</i>) as organic waste for producing handicraft paper,APPROVED,True,True,"The text is written in English. The abstract explicitly discusses the comparison between the Federer and Gomez methods for determining the number of replications in a complete randomized design, which directly aligns with the paper's title."
https://openalex.org/W2994852637,ANALISIS PERFORMA KRIPTOGRAFI HYBRID ALGORITMA BLOWFISH DAN ALGORITMA RSA,REJECTED,False,True,"The title is in Indonesian, so the language check fails. However, the abstract contains both an English section and an Indonesian section that are semantically identical and directly relevant to the title, so the matching check passes."
https://openalex.org/W3004085101,APLIKASI PRESENSI PENGENALAN WAJAH DENGAN MENGGUNAKAN ALGORITMA HAAR CASCADE CLASSIFIER,REJECTED,False,True,"The title and abstract are primarily written in Indonesian, not English. However, the semantic content of the title and abstract matches perfectly, as the abstract is a direct translation of the title's topic and provides detailed context about the research."
https://openalex.org/W3131891743,Applying al-zughair transform on nuclear physics,APPROVED,True,True,"The text is written in English, and the abstract directly discusses applying the Al-Zughair transform to solve differential equations in nuclear physics, which aligns perfectly with the paper title."
https://openalex.org/W3173638906,Prewitt and Canny Methods on Inversion Image Edge Detection: An Evaluation,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding the evaluation of Prewitt and Canny methods for edge detection on inverted images."
https://openalex.org/W4287093519,Karakteristik Morfologi Tanaman Selada Menggunakan Pengolahan Citra Digital,REJECTED,False,True,"The title is in Indonesian, failing the language check. However, the abstract content semantically matches the title regarding lettuce morphology and digital image processing."
https://openalex.org/W2802920055,Combination Vigenere Cipher and One Time Pad for Data Security,APPROVED,True,True,"The text is written in English, and the abstract directly discusses the Vigenere Cipher and One Time Pad mentioned in the title, confirming semantic relevance."
https://openalex.org/W2902040137,Pengenalan Wajah Menggunakan Metode Linear Discriminant Analysis dan k Nearest Neighbor,REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract accurately describes the methods and results mentioned in the title."
https://openalex.org/W4237389868,Implementasi Artificial Neural Network (ANN) Backpropagation Untuk Klasifikasi Jenis Penyakit Pada Daun Tanaman Tomat,REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract's content accurately reflects the title's subject matter regarding ANN classification of tomato leaf diseases."
https://openalex.org/W4291310049,PENENTUAN JARAK OBJEK PENGHALANG MENGGUNAKAN METODE PERHITUNGAN JARAK PIKSEL DARI HISTOGRAM PROYEKSI BERPANDUAN LASER GARIS,REJECTED,False,True,"The title is in Indonesian, failing the language check. However, the abstract accurately describes the study mentioned in the title, so they are semantically matching."
https://openalex.org/W3037773953,"Identification and plastic type and classification of PET, HDPE, and PP using RGB method",APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the identification and classification of PET, HDPE, and PP plastics using the RGB method."
https://openalex.org/W3119322650,Classification of rice leaf diseases using artificial neural network,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding rice leaf disease classification using artificial neural networks."
https://openalex.org/W3124003180,Monitoring of road damage detection systems using image processing methods and Google Map,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding road damage detection using image processing and Google Maps."
https://openalex.org/W3172897726,Penerapan Face Recognition Pada Sistem Presensi,REJECTED,False,True,"The title is in Indonesian, failing the language check. However, the abstract is in English and semantically matches the title regarding face recognition for attendance systems."
https://openalex.org/W4281886904,Klasifikasi Penyakit Daun Padi menggunakan Random Forest dan Color Histogram,REJECTED,False,True,"The title is in Indonesian, failing the language check, but the abstract semantically matches the title by discussing rice leaf disease classification using Random Forest and Color Histogram."
https://openalex.org/W4285341955,Eksperimen Penerapan Sistem Traffic Counting dengan Algoritma YOLO (You Only Look Once) V.4.,REJECTED,False,True,"The title contains significant Indonesian words ('Eksperimen', 'Penerapan', 'dengan'), failing the English language check. However, the abstract is in English and semantically aligns with the title regarding YOLO V.4 traffic counting experiments."
https://openalex.org/W4393411250,Sistem Keamanan Perumahan Menggunakan Face Recognition,REJECTED,False,True,"The title is in Indonesian ('Sistem Keamanan Perumahan...'), failing the language check, while the abstract discusses the same residential security system using face recognition, ensuring semantic matching."
https://openalex.org/W3183540957,The Detection System of Helipad for Unmanned Aerial Vehicle Landing Using YOLO Algorithm,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, as the abstract details the study described in the title regarding helipad detection for UAVs using the YOLO algorithm."
https://openalex.org/W3197980226,The Evaluation of Image Messages in MP3 Audio Steganography Using Modified Low-Bit Encoding,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the methods, parameters, and results regarding image message evaluation in MP3 audio steganography as described in the title."
https://openalex.org/W2774548013,PENGOLAHAN CITRA SATELIT ALOS PALSAR MENGGUNAKAN METODE POLARIMETRI UNTUK KLASIFIKASI LAHAN WILAYAH KOTA PADANG,REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract accurately describes the content of the title."
https://openalex.org/W3001577138,Analysis of backpropagation neural neural network algorithm on student ability based cognitive aspects,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the backpropagation neural network algorithm mentioned in the title, discussing its application to student cognitive abilities with specific methodological details."
https://openalex.org/W4236491321,Learnart : Drawing Environment using Convolutional Neural Networks,REJECTED,True,False,"The title refers to a drawing environment using Convolutional Neural Networks, while the abstract discusses simulating human consciousness, emotions, and weak AI, which are unrelated topics."
https://openalex.org/W4385758426,Mask Detection System with Computer Vision-Based on CNN and YOLO Method Using Nvidia Jetson Nano,APPROVED,True,True,"The text is written in English, and the abstract semantically aligns with the title by detailing a mask detection system using CNN and YOLO methods on an Nvidia Jetson Nano."
https://openalex.org/W4285351355,Plat Nomor Kendaraan dengan Convolution Neural Network,REJECTED,False,True,"The title contains Indonesian words ('Plat Nomor Kendaraan') and the abstract is written in Indonesian, failing the language check. However, the abstract accurately describes the title's topic of vehicle number plate detection using Convolutional Neural Networks, so they match semantically."
https://openalex.org/W4360986168,Identification of Breast Tumors With Image Processing Using Canny Edge Detection,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding breast tumor identification using Canny edge detection and SVM classification."
https://openalex.org/W3023644720,Performance of Levenberg-Marquardt Algorithm in Backpropagation Network Based on the Number of Neurons in Hidden Layers and Learning Rate,APPROVED,True,True,"The text is written in English, and the abstract accurately details the study described in the title regarding the Levenberg-Marquardt algorithm, backpropagation networks, and the impact of hidden layer neurons and learning rates."
https://openalex.org/W3213076496,Classification of Leaves Based on the Shape of Leaves Using Convolutional Neural Network Methods,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject of classifying leaves by shape using Convolutional Neural Networks."
https://openalex.org/W4312213583,Eggplant Disease Detection Using Yolo Algorithm Telegram Notified,APPROVED,True,True,"The text is written in English, and the abstract semantically aligns with the title by detailing the use of the YOLO algorithm for eggplant disease detection with Telegram notifications."
https://openalex.org/W4383227039,Determining the Rice Seeds Quality Using Convolutional Neural Network,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject by describing a CNN-based system for classifying rice seed quality."
https://openalex.org/W4386805163,Revolutionizing Digit Image Recognition: Pushing the Limits with Simple CNN and Challenging Image Augmentation Techniques on MNIST,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding CNNs, image augmentation, and MNIST digit recognition."
https://openalex.org/W2344622345,BUILDING DEFECTS AND FAILURE OF MALAY TIMBER HOUSE: CAUSES AND SYMPTOMS,APPROVED,True,True,"The title and abstract are both in English and semantically consistent, discussing the detection of defects in Malay timber houses using visual inspection and a Priority Ranking System."
https://openalex.org/W4382990593,Implementation of Adaptive Neuro-Fuzzy Inference System and Image Processing for Design Applications Paper Age Prediction,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the implementation of ANFIS and image processing for paper age prediction."
https://openalex.org/W4393149908,Exploiting Polarized Material Cues for Robust Car Detection,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of using polarized material cues for robust car detection."
https://openalex.org/W4400812883,Braille letter recognition in deep convolutional neural network with horizontal and vertical projection,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject of using deep convolutional neural networks for Braille letter recognition."
https://openalex.org/W2886921104,Effect of matrix size in affecting noise reduction level of filtering,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject regarding matrix size effects on noise reduction in median filtering."
https://openalex.org/W3038558087,Design of Pothole Detector Using Gray Level Co-occurrence Matrix (GLCM) And Neural Network (NN),APPROVED,True,True,"The text is written in English, and the abstract accurately describes the pothole detection system using GLCM and NN mentioned in the title."
https://openalex.org/W4393977852,Palembang songket fabric motif image detection with data augmentation based on ResNet using dropout,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding Palembang songket motif detection using ResNet with dropout."
https://openalex.org/W3157439671,Low resource deep learning to detect waste intensity in the river flow,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of using deep learning (YOLO v3) to detect waste intensity in river flow."
https://openalex.org/W4297992008,Javanese Character Recognition Based on K-Nearest Neighbor and Linear Binary Pattern Features,APPROVED,True,True,"The text is written in English, and the abstract semantically aligns with the title by detailing the application of K-Nearest Neighbor and Linear Binary Pattern features for Javanese character recognition."
https://openalex.org/W4386167706,Preventing Child Kidnaping at Home Using CCTV that Utilizes Face Recognition with You Only Look Once (YOLO) Algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding child kidnapping prevention using CCTV, face recognition, and the YOLO algorithm."
https://openalex.org/W4286438179,Traffic Cones Detection for Autonomous Ground Vehicle,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title by describing the implementation of traffic cone detection for an autonomous ground vehicle."
https://openalex.org/W4294930474,GLCM Based Locally Feature Extraction On Natural Image,REJECTED,False,True,"The text is written in Indonesian (e.g., 'value will be sought', 'basis for finding'), not English, although the title and abstract are semantically consistent."
https://openalex.org/W4412772188,AI Dan Pembelajaran Mendalam (Deep Learning),REJECTED,False,True,"The title is in Indonesian ('AI Dan Pembelajaran Mendalam'), while the abstract is in English, failing the language consistency check. However, the semantic content of the title and abstract is highly relevant and matches."
https://openalex.org/W4402336830,"Comparison Analysis of HSV Method, CNN Algorithm, and SVM Algorithm in Detecting the Ripeness of Mangosteen Fruit Images",APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject by detailing the comparison of HSV, CNN, and SVM algorithms for detecting mangosteen ripeness, including methodology and results."
https://openalex.org/W2249411341,"IMAGE SMOOTHING MENGGUNAKAN MEAN FILTERING, MEDIAN FILTERING, MODUS FILTERING DAN GAUSSIAN FILTERING",REJECTED,False,True,"The title contains significant non-English words ('MENGGUNAKAN', 'FILTERING' context mixed with Indonesian grammar) and the abstract includes Indonesian phrases ('penerokan', 'histogramnya'), failing the language check. However, the abstract semantically describes the methods listed in the title, so the matching check is true."
https://openalex.org/W2618422286,Speed Estimation On Moving Vehicle Based On Digital Image Processing,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of vehicle speed estimation using digital image processing."
https://openalex.org/W2420764221,Implementasi Algoritma Kriptografi RSA untuk Enkripsi dan Dekripsi Email,REJECTED,False,True,"The title is in Indonesian, while the abstract is in English, failing the language consistency check. However, the abstract accurately describes the implementation of the RSA algorithm for email encryption as stated in the title."
https://openalex.org/W887474675,IMAGE ENHANCEMENT USING CONTRAST STRETCHING ON RGB AND IHS DIGITAL IMAGE,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject of image enhancement using contrast stretching on RGB and IHS models."
https://openalex.org/W2901793261,Identifikasi Kematangan Buah Apel Dengan Gray Level Co-Occurrence Matrix (GLCM),REJECTED,False,True,"The title contains Indonesian words ('Identifikasi', 'Kematangan', 'Buah', 'Apel') and the abstract is written in English, failing the language check. However, the abstract accurately describes the method (GLCM) and goal (apple ripeness identification) mentioned in the title, so they are semantically matching."
https://openalex.org/W3001413891,Classification of facial expressions using SVM and HOG,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's topic of classifying facial expressions using SVM and HOG features."
https://openalex.org/W2772407275,Performance Measurement Of<i>Mel Frequency Ceptral Coefficient</i>(MFCC) Method In Learning System Of Al- Qur’an Based In<i>Nagham</i>Pattern Recognition,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding MFCC performance measurement in an Al-Qur'an learning system based on Nagma pattern recognition."
https://openalex.org/W3159931929,Identification of batik making method from images using convolutional neural network with limited amount of data,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding using CNNs to identify batik making methods from images."
https://openalex.org/W4210883963,Deep Convolutional Neural Network AlexNet and Squeezenet for Maize Leaf Diseases Image Classification,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding the comparison of AlexNet and Squeezenet for maize leaf disease classification."
https://openalex.org/W2808193199,METODE NILAI JARAK GUNA KESAMAAN ATAU KEMIRIPAN CIRI SUATU CITRA (KASUS DETEKSI AWAN CUMULONIMBUS MENGGUNAKAN PRINCIPAL COMPONENT ANALYSIS),REJECTED,False,True,"The title is in Indonesian, failing the language check, but the abstract accurately describes the study mentioned in the title."
https://openalex.org/W2997032297,Pengenalan Pola Tulisan Tangan Suku Kata Aksara Sasak Menggunakan Metode Moment Invariant dan Support Vector Machine,REJECTED,False,True,"The title is in Indonesian, failing the language check, but the abstract accurately describes the research topic mentioned in the title, satisfying the matching check."
https://openalex.org/W3047934573,Personality Prediction System Based on Signatures Using Machine Learning,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's subject matter regarding a machine learning system for personality prediction based on signatures."
https://openalex.org/W3172474572,Combining caesar cipher and hill cipher in the generating encryption key on the vigenere cipher algorithm,APPROVED,True,True,"The text is written in English, and the abstract directly elaborates on the title's proposal to combine Caesar and Hill ciphers to address weaknesses in the Vigenere cipher algorithm."
